headline,label
Norwegian Cruise Line CEO: Attracting millennial guests through Instagram,neutral
,neutral
Cramer: Market action shows investors are taking a 'leap of taste',neutral
Cramer Remix: I need to see better earnings before recommending this stock,positive
"GE will be transparent about challenges in its turnaround plan, CEO Larry Culp says",neutral
Cramer: Five 'perils' of investing in individual stocks,neutral
Cramer: I'm not betting against the guy that chairs Aphria,neutral
Dell CEO: We're positioned to 'help our customers with the digital transformation',neutral
Cramer: The disrupters have been the biggest winners — Kraft Heinz take note,neutral
"Cramer Remix: If the dollar peaks, it could be positive for your portfolio",positive
Cramer's lightning round: We are recommending this speculative stock,negative
Cramer: Semiconductors are now showing better signs about the global economy,positive
Cramer: Dick's Sporting Goods 'dropped the bomb' in its earnings call that has hurt other retailers,negative
Cramer Remix: This board room shake up makes eBay a buy,neutral
Cramer's grocery list: Buy Amazon and Costco. Sell Kroger,neutral
Cramer: Why Monday's rally won't be the market's only good session,positive
,neutral
Cramer Remix: This stock is looking its selfie best,positive
Cramer: Why Planet Fitness is working out and the new Weight Watchers isn't,positive
Cramer's game plan: Friday's rebound is something to celebrate going into next week,negative
Cramer's lightning round: A stock to cut down on colon cancer,negative
Cramer Remix: The market's freak-out creates a fabulous buying opportunity in Funko,positive
Barrick Gold CEO: Newmont merger would deliver 'real value' in Nevada,positive
,neutral
Cramer: Following these 6 stocks will help you predict which way the market is going,neutral
Cramer Remix: This is something Bristol-Myers should do,neutral
Dollar Tree CEO: We're giving Family Dollar a 'wow' factor to draw customers,neutral
Cramer: Stockholders are suffering from FOBS—fear of big sellers,neutral
Cramer Remix: These FANG stocks are heating up once again,neutral
Square Capital head: Leveraging data to extend credit to small businesses that lack access to loans,negative
Cramer: Why Trump could decide to walk away from a trade deal with China,neutral
Cramer Remix: You may get a better chance to buy this recent IPO,positive
Salesforce co-CEO Benioff says $30 billion in revenue is 'right around the corner',positive
Cramer: Investors should be patient and take advantage of this sell-off,neutral
Cramer Remix: This stock was left for dead - Now it has my blessing,neutral
Cramer: 'It's about time' that Gap decided to split its businesses,neutral
Cramer's game plan: Why Friday's jobs report is more important than usual,neutral
Cramer Remix: These are the market's riskiest sectors,neutral
,neutral
Amazon Web Services CEO: We're a $30 billion revenue run rate business in the 'early stages',neutral
Cramer: I'm kicking myself for not recommending these stocks,neutral
S&P 500 could go beyond its current record closing level: Investor,neutral
Cramer Remix: GE's CEO has breathed new life into a fallen franchise,positive
Cramer: GE CEO Larry Culp could have what it takes to turn the troubled power division around,negative
Cramer explains the six things going right in the economy that are helping him sleep at night,positive
,neutral
Cramer Remix: This tech stock is worth buying ahead of the 5G rollout,positive
Cramer: Home Depot got hit by bad weather and produced a windfall for investors,negative
Cramer: Buy names like Caterpillar and Home Depot because this bull market is about to go higher,positive
"Cramer's lightning round: I like Foot Locker, but stay out of the malls",negative
Cramer Remix: Kraft Heinz's double-digit dive was a long time coming,neutral
Cramer: 'Solid evidence' shows that investors can make money in this market even without a China trade deal,neutral
"Warren Buffett says if you invested $10,000 in the S&P 500 in 1942, you'd have $51 million today",neutral
"US economic momentum can hold the cycle for a 'few more quarters,' JP Morgan's Kolanovic says",positive
Bank of America Merrill Lynch: A strong China trade deal could unleash a double-digit rally,positive
Cramer Remix: This single statement by Nvidia speaks volumes,neutral
Cramer: Why investors can trust that Nvidia's stock is bottoming,neutral
Cramer's lightning round: Don't sell Disney yet—you'll want to own it long term,positive
Cramer's game plan: Investors shouldn't underestimate the importance of a trade deal with China,negative
"Johnson & Johnson CEO on Apple Watch collaboration: 'Ultimately, we're going to save lives'",neutral
,neutral
Cramer Remix: CenturyLink's slashed dividend isn't a huge surprise,positive
Cramer's lightning round: I didn't expect Six Flags to do that poorly,negative
"Cramer's apparel stock review counts Ralph Lauren, Capri among winners",neutral
Twilio and SendGrid CEOs explain how deal will help them serve customers like Airbnb,neutral
"The market's 'safe' stocks might not be so safe anymore, Jim Cramer says",positive
Cramer Remix: The market may not be able to handle this perfect storm,positive
,neutral
Cramer unveils his latest investing theme: Empowering the little guy,positive
Cramer's lightning round: These are the two pot stocks I'm recommending,negative
"The bulls win out in the bull-bear battle over Cummins, Jim Cramer says",positive
"There's a looming threat for the stock market and it has nothing to do with China, Cramer says",neutral
"Cramer: Charts show steady investor optimism, more upside for stocks",positive
Cramer Remix: Don't let Wall Street convince you there's a 'Fed-induced bubble',neutral
"Charts show investor optimism, more upside for stocks: Cramer",positive
Cramer's lightning round: I'm sticking with Domino's ahead of earnings,negative
"Cramer: Charts show steady investor optimism, more upside for stocks",positive
The company that helps Kylie Jenner sell her products is moving into cannabis: COO,neutral
Cramer's 5 fundamental reasons to stay in the stock market,neutral
"Cramer Remix: I'm worried about a lot of things, but a recession isn't one of them",neutral
Cramer's lightning round: Sell some Cronos shares tomorrow,negative
"Women could give the US economy a $1.6 trillion boost, says S&P Global CEO",neutral
,neutral
"Hasbro CEO: Toys R Us debacle was 'a disruption and an interruption,' but we're past it",negative
Cramer: This earnings period revealed 'brutal truths' about US-China trade,negative
Cramer Remix: What Jeff Bezos' private life means for investors,neutral
Cramer: What Wall Street doesn't get about the SunTrust-BB&T merger,neutral
Cramer's lightning round: I think you can buy some Home Depot and then wait,negative
Cramer: Wake up and hear the music—Spotify is an 'incredible' buy,positive
,neutral
Cramer's game plan: Next week's action hinges on US-China trade,negative
"Cramer Remix: If the market drops tomorrow, buy this stock",neutral
Cramer's lightning round: Morgan Stanley has great opportunity,positive
"Leadership changes and time helped drive Chipotle's comeback, says Jim Cramer",neutral
"CEO of holding company behind Vimeo, Daily Beast shares why he thinks it's undervalued",negative
Cramer: Don't rush to buy this dip—there are legitimate reasons to sell,neutral
"Cramer Remix: After a 20-year hiatus, this stock is finally back",neutral
Cramer's lightning round: 'I'm surprised' Canada Goose trades so badly—it's a buy,neutral
Here's how 4 beaten-down stocks managed to stabilize the market: Jim Cramer,neutral
Here are the 5 biggest beneficiaries of the 5G rollout: Jim Cramer,neutral
"These 2 telecom stocks could be major winners from US-China trade war, Cramer says",neutral
"Investors 'can afford to be cautiously optimistic,' according to the charts",neutral
Cramer: Charts suggest investors 'can afford to be cautiously optimistic',neutral
Cramer Remix: I've never seen a CEO pull off this high-wire act in the long term,neutral
,neutral
Cramer's lightning round: I'm finally making the buy call on Alibaba,neutral
Cramer: Charts suggest investors 'can afford to be cautiously optimistic',neutral
Cramer: Why companies like Alphabet get 'little to no credit' for their massive cash piles,neutral
Cramer: You can make a ton of money over the long term with these 'prestige' stocks,neutral
Cramer Remix: Apple's next move in health care could be with Dexcom,neutral
Cramer breaks down an odd trend emerging in the chip stocks,negative
,neutral
Cramer's lightning round: Boeing's stock is gearing up for a 'multi-year move',negative
"When you're picking stocks, consider the CEOs who have learned from the best: Jim Cramer",positive
"If you're investing in big tech, 'don't be distracted by short-term problems,' says Cramer",neutral
Cramer Remix: This was the real creator of December's short-lived bear market,positive
Cramer's lightning round: Bank of America's stock is a screaming buy,negative
Cramer calls on eBay to work with activist investor Elliott Management,neutral
Here's the real reason the stock market had such a strong start to the year: Jim Cramer,positive
Cramer's game plan: Be ready to 'buy the next dip' in this 'ideal backdrop for stocks',positive
Cramer Remix: Forget FANG—these are the real tech winners for 2019,positive
"Cramer's lightning round: I've been wrong on Groupon, but I still see value",negative
Elizabeth Warren says she wants billionaires to 'stop being freeloaders',positive
"PayPal CFO addresses 3 pain points in earnings: eBay, currency and 'pockets' of slower growth",neutral
"How Facebook, GE and Apple turned their struggles into stock gains: Cramer",neutral
Cramer Remix: Today's Fed decision was a victory of prudence over recklessness,neutral
,neutral
Cramer's lightning round: Ford Motor has become a 'show-me' story,negative
Cramer: The strong US dollar hurts companies like Apple more than you think,positive
Art Cashin: It's 'pretty obvious' the Fed is moving to the whims of the markets,positive
Domino's plans to grow its customer base and 'overall pizza category' with new giveaway: CEO,negative
"Fed's Powell didn't 'cave'—he made the right choice for Main Street, says Jim Cramer",positive
Cramer Remix: Don't jump the gun—Nvidia's stock isn't done falling,neutral
,neutral
"Tariffs enabled top US steelmaker Nucor to build new billion-dollar plant, says CEO",positive
Cramer's lightning round: AbbVie needs to make an acquisition—it might just save its stock,negative
Cramer: Charts reveal 'serious' hurdles facing chipmakers' stocks,negative
Here's when an earnings miss isn't really a miss: Jim Cramer,positive
Cramer on Apple earnings: The haters have 'no more new ammunition',neutral
"Cramer Remix: If you absolutely have to dabble in Chinese stocks, stick with this one",neutral
"Cramer's pot predictions for 2019: Legalization, deals, branding goes big",neutral
Cramer's lightning round: CVS is 'one of the absolute cheapest stocks' in the market,neutral
RBN Energy's Rusty Braziel: Here's the most important thing going on in the oil market,positive
"A key market sector is signaling that the Fed should stay on hold, says Jim Cramer",neutral
Cramer Remix: This unlikely subscription service has others following its lead,negative
Cramer's lightning round: Cannabis stock Cronos is second-best in its space,negative
Cramer's favorite ways to invest in the rise of streaming services,positive
Cramer's game plan: We may be coming in 'too hot' to the busiest week of the year,neutral
,neutral
Wells Fargo CEO responds to Elizabeth Warren's calls for his firing,neutral
Wells Fargo CEO on how bank is helping customers affected by government shutdown,neutral
These US stocks are most vulnerable to the Brexit outcome,neutral
"Cramer Remix: If the government shutdown continues to drag on, this is the stock to buy",neutral
Cramer: Here are 7 shutdown-proof investing themes,neutral
"Cramer's lightning round: If you want to play oil refining, go for these stocks",negative
,neutral
"Okta now has over 100 million registered users, says CEO",neutral
"It's not too late for investors to take advantage of the market rotation, says Jim Cramer",negative
Cramer Remix: 'It's too soon' to buy even this top-notch industrial stock,positive
Credit Suisse strategist shares his top concern about current market conditions,positive
Cramer's lightning round: This sector is the market's 'kiss of death',negative
"Cramer: If Apple doesn't buy Epic Systems, here's what it could do instead",neutral
"Wall Street regulators should've investigated the Christmas Eve crash, Jim Cramer argues",neutral
Cramer: Oil prices are taking too much control over the stock market's moves,positive
Stocks would have to drop nearly 50% for the market to be fairly valued: Morgan Creek Capital,positive
Cramer Remix: This stock's revival is too cheap to ignore,positive
Cramer's lightning round: I'm blessing a small position in Nvidia here,negative
Cramer: Charts reveal buying opportunities in some high-quality Chinese stocks,neutral
China's slowing growth improves the chances for an 'advantageous' trade deal: Jim Cramer,neutral
"'Be careful about how much you sell' at these levels, warns Jim Cramer",neutral
,neutral
"Cramer's game plan: This week, forecasts are more important than earnings",positive
Cramer Remix: There's 'incredible value' in the stock market right now,positive
Cramer's lightning round: 'I'm not endorsing' Fiat Chrysler's stock anymore,negative
Cramer on how to protect your portfolio from Washington uncertainty,neutral
Gold mining CEO addresses recent industry mergers: 'I think they're on the right track',positive
Here's the real reason why stocks popped on China trade reports: Cramer,positive
,neutral
Leuthold's Jim Paulsen: Economy could see sub-2% growth this year — but that could help stocks,neutral
Cramer Remix: You'll want to own this stock when the company gets its groove back,positive
Dealmaking surge confirms the stock market got far too cheap after late 2018 sell-offs: Cramer,neutral
Cramer's lightning round: Twitter is one of the few social media stocks working here,negative
Cramer: Not all of retail is struggling—just look at these 3 winners,neutral
"The bank stocks are leading stocks out of their rut, and it's not too late to buy: Cramer",negative
S&P 500 can rally 15% this year despite the shutdown sideshow: Blackstone's top strategist,positive
Cramer Remix: Don't take your cue on all of retail from Macy's,neutral
Cramer's lightning round: Exxon Mobil's stock has finally gotten cheap,neutral
"Apple should buy private digital health records operation Epic Systems, says Jim Cramer",neutral
"Cramer's charts suggest lower volatility, higher stock prices in coming months",positive
"Cramer: Netflix's price bump means Amazon, Apple's stocks are bargains",neutral
Cramer Remix: PVH just changed the retail narrative,neutral
Tech execs tell Cramer behind closed doors they support Trump's hardline trade policy on China,negative
,neutral
Cramer's lightning round: The way to play Goldman's downgrade of Starbucks,negative
Investors are getting a 'win-win' trade in this Dollar Tree battle: Cramer,neutral
"Citi's rally after earnings means we're too worried about recession, says Jim Cramer",neutral
Cramer Remix: The bull is fighting back thanks to the data center,neutral
Cramer's lightning round: The defense stocks are no longer growth plays,negative
"If you're worried about stocks, invest in gold here, Jim Cramer says",neutral
,neutral
Chinese consumers are taking sides in the trade war and that's bad news for US companies: Cramer,negative
Cramer's game plan: Entering earnings season with more risk 'than I'd like',neutral
Strategist Tom Lee: 'Buy the dip' because the S&P could rally 17 percent in 2019,neutral
"Cramer Remix: Retailers are facing a new, harsher reality",positive
Cramer's lightning round: The Fed makes me nervous about this best-in-show stock,negative
Cramer picks his favorites in the race back to a $1 trillion market cap,neutral
"Intel has the biggest addressable market it's ever seen, says company's interim CEO",neutral
"Stocks are rallying on days they should drop and that's a good sign, says Jim Cramer",positive
Cramer Remix: These two factors could restart the worldwide economic expansion,positive
Cramer's lightning round: Autozone has the 'best buyback' I've ever seen—it's a buy,positive
"Apple's stock will continue to struggle until one of two things happens, says Jim Cramer",neutral
"Constellation Brands CEO casts stock drop as 'total overreaction,' says he recently bought shares",neutral
Cramer on chip stocks' reversal: 'You can't wait for an all-clear sign' to buy,neutral
$100 billion beyond the iPhone: Apple CEO Tim Cook talks giant's move past hardware,negative
,neutral
Cramer Remix: Not so fast—the Fed might not be done with its rate hikes yet,neutral
Cramer's lightning round: I prefer cannabis stock Canopy Growth over Tilray,negative
Tim Cook: Apple's greatest contribution will be 'about health',positive
"Apple CEO Tim Cook rips into Qualcomm, leaves little chance of a settlement in patent dispute",negative
Apple CEO Tim Cook speaks with CNBC's Jim Cramer: Full transcript,positive
"Apple's wearables revenue is already exceeding peak iPod sales, Tim Cook says",neutral
,neutral
"Cramer: It's not too late to buy into Facebook, Apple, Amazon or Alphabet",negative
Apple CEO Tim Cook: 'I'm very optimistic' about US-China trade talks,positive
Tim Cook to Apple naysayers: 'The ecosystem has never been stronger',neutral
Cramer Remix: This chipmaker could have another bad quarter—but it's worth buying now,negative
Cramer's lightning round: Be 'very careful' with this stock—it's in a 'giant short squeeze',neutral
Amgen CEO on cholesterol drug price cut: 'Too many patients' were struggling to pay,positive
"Novartis CEO talks chasing cures over profitable treatments, says they will 'ultimately' be valued",neutral
Cramer: Drug stocks are an even better way than tech to invest in innovation,positive
Cramer Remix: Fed Chair Jay Powell—this message is for you,neutral
Cramer's lightning round: 'Do some trimming' in Qualcomm if the stock rallies,negative
Cramer reveals some of his favorite Dow stocks for 2019,positive
"The Fed may have just set the Trump rally back on its course, says Jim Cramer",neutral
"Cramer's game plan: Health care, economic data in focus after Fed preaches patience",neutral
Cramer Remix: The monumental deal you might've missed,neutral
,neutral
Cramer's lightning round: AT&T's stock is an opportunity here,negative
AMN Healthcare Services CEO: Aging population is creating major job shortages in health care,neutral
Cramer finds pockets of opportunity in the best and worst stocks of 2018's final quarter,neutral
"Cramer: Time to buy recession-proof stocks like Clorox, PepsiCo, Coca-Cola",neutral
Strategist: I expect a 'very rough' 2019 that may see US stocks tank 20 percent,negative
Cramer Remix: This market is being too picky,neutral
,neutral
CEO of Boehner-backed cannabis company sees bill paving way for legalization being passed in 2019,neutral
Cramer's lightning round: These cybersecurity stocks are the ones to own in this market,positive
"Cramer: GE 'deserved to rebound' on Tusa upgrade, but I still wouldn't buy the stock",neutral
"Cramer feels 'powerless' after Fed hike, tells investors to buy gold",negative
"Cramer Remix: If you can handle the allegations, these companies could be profitable long-term plays",neutral
Cramer's lightning round: Sell Teva—debt is not king in this environment,negative
Eli Lilly CEO on winning in migraine treatments: 'It's a horse race between three great companies',positive
"Cramer: Dow could have 'easily' been down 1,000 points on Fed hike",positive
Micron CEO touts 'vibrant' demand for key products as stock hits 52-week low after earnings,neutral
"Cramer Remix: In the economic blame game, the Fed is a bigger problem than Trump",neutral
Cramer's lightning round: 'You should be a buyer' of DowDuPont ahead of the breakup,negative
"Food delivered 'right into your fridge' is the future, says Walmart's e-commerce chief",positive
Boeing CFO cites strong demand for planes and services as reasons for buyback boost,positive
Fed needs to take 'wait-and-see' approach to rate hikes for stocks to get 'sustained' rally,neutral
,neutral
Cramer Remix: Johnson & Johnson has to stop dropping for the market to head higher,positive
Cramer's lightning round: 'Yield will protect you in this awful market',negative
"Four things need to happen for the stock market to bottom, Jim Cramer says",neutral
Johnson & Johnson CEO: 'We unequivocally believe' our baby powder does not contain asbestos,neutral
"February lows are the key levels to watch, says Steve Grasso",neutral
"Cramer Remix: Adobe and Costco are broken stocks, not broken companies",neutral
,neutral
Cramer's lightning round: Slim pickings as various sectors enter bear markets,neutral
"Starbucks, Uber CEOs talk new partnership, emphasis on company culture",positive
Cramer on the sell-off: Negativity shouldn't stop you from careful stock-picking,neutral
Cramer's game plan: Bargains may not be enough to attract buyers,negative
A 10% rally for the S&P 500 is possible by year-end: Fundstrat's Tom Lee,neutral
"This is the most volatile year on record, and one strategist sees wild moves sticking around",positive
UBS predicts a S&P 500 rally next year that's 20% higher than current levels,neutral
"Cramer Remix: While these stocks represent good value, they won't be going higher soon",positive
Cramer's lightning round: I see Walmart's stock going higher,neutral
Newly public Tencent Music 'would be a screaming buy' if it wasn't for China: Cramer,neutral
"Adobe CEO on Magento, Marketo deals making 'only comprehensive platform' for enterprise marketing",neutral
"After a hike next week, the Fed would be 'nuts to keep tightening': Cramer",neutral
Cramer Remix: To ignore this trend is to miss a huge opportunity,positive
'Facebook's stock is bottoming here' as Instagram keeps drawing ad dollars: Jim Cramer,neutral
,neutral
Cramer's lightning round: 'It's too nightmarish' to own bank stocks in this environment,positive
"'The rules of engagement have broken' in cyberspace, says CEO of cybersecurity giant FireEye",negative
Here are the stocks that will get the biggest boost if US-China trade talks are successful: Cramer,positive
Cramer Remix: Don't waste your time with sector-based ETFs,negative
Cramer's lightning round: You may end up regretting selling 'pure growth' stocks here,neutral
"Cramer's charts put recent volatility into perspective, signal a potential bottom for the averages",neutral
,neutral
Canopy Growth still best way to play Canadian cannabis even with Cronos-Altria deal: Cramer,positive
Cramer: Pick individual stocks with long-term growth stories in this 'treacherous' market,neutral
Cramer Remix: This is a good stock in a bad market,neutral
Cramer's lightning round: Cisco is currently the cheapest large-cap tech stock,neutral
Don't judge early-stage biotech Moderna on its stock's post-IPO drop: Cramer,neutral
"Splunk CEO talks data analytics company's new capabilities in voice, AR",positive
"The action in Apple's stock tells you everything you need to know about this market, says Jim Cramer",neutral
Cramer Remix: The trade war isn't about trade—it's about global domination,neutral
Cramer's lightning round: There are better drug stocks to own than GlaxoSmithKline,positive
"Cramer: Buy shares in cloud plays Salesforce, Splunk, VMware, Workday on downturns",neutral
"If the Fed doesn't raise rates this month, the market could panic, Cramer says",neutral
"Cramer's game plan: Between the Fed, China and Apple, get ready for more volatility",neutral
The market is 'scratching at the bottom' and will end the year higher: Wells Fargo's Chris Harvey,positive
Cramer's lightning round: Take a long-term view on JP Morgan's stock,negative
,neutral
US Concrete CEO sees path to infrastructure bill 'in the next two years',neutral
"Cramer Remix: If China is serious about lowering trade barriers, this stock is a winner",negative
"Huawei arrest just made companies like Apple less valuable, Jim Cramer says",negative
CEO of world's largest restaurant company talks chasing growth with e-commerce technology,neutral
"The Fed is fighting 4 inflationary trends it can't control, Cramer says",neutral
Cramer Remix: Federal Reserve officials have to watch what they say,neutral
,neutral
Cramer's lightning round: Barnes & Noble's stock is trading like it could get acquired,positive
"This sell-off was caused by a computer-driven 'footrace,' Jim Cramer says",neutral
"US is well on its way to Trump's goal of 'energy dominance,' says Marathon Petroleum CEO",neutral
Money managers are realizing that Trump isn't 'dependable enough' for the market: Cramer,neutral
Cramer Remix: These recession-proof stocks are worth buying on a pullback,positive
"Cramer: Caterpillar stock charts show high-risk, high-reward chance of a 'snapback rally'",neutral
Cramer's lightning round: My playbook for Okta's earnings report,negative
"Groupon CEO on AMC partnership, transforming his platform into a 'utility'",neutral
Cramer explains how to profit from China's trade concessions,neutral
Cramer Remix: This company's earnings could signal a weakening economy,neutral
Cramer's lightning round: I'm not a fan of Netflix's stock as an end-of-year buy,negative
"Even at $6, Snap's stock still isn't a bargain, Cramer warns: 'It's an ill-advised decision to buy'",neutral
Cramer on how to play the possible outcomes of Trump-Xi meeting at G-20,neutral
Cramer's game plan: A week defined by trade talks and employment,negative
,neutral
Cramer Remix: What needs to happen to avert a slowdown in 2019,neutral
Cramer's lightning round: Buy DowDuPont—the breakup-related pain is over,negative
"'We have to raise prices' if tariffs go to 25%, says CEO of Calvin Klein parent",neutral
Cramer flags four stocks to buy if US-China trade talks go south,neutral
Cramer Remix: The Praxair-Linde deal is a double-edged sword,neutral
"Non-bank lenders like Quicken Loans are 'the biggest risk to the system' right now, Jim Cramer warns",positive
,neutral
Cramer's lightning round: Buy Acadia Pharmaceuticals' stock at your own risk,positive
"We have the first-mover advantage in 5G, Qualcomm CEO says",neutral
Qualcomm CEO: We're 'on the doorstep' of a resolution with Apple,neutral
"Stocks still have one more hurdle before the 'bullish promised land,' Cramer says",positive
"Cramer Remix: I'm taking a stand against 'cautious,' unhelpful market commentary",neutral
Cramer's lightning round: Citigroup and JP Morgan are my only bank stock picks,neutral
Cramer: Volatility charts suggest now is the time to buy into stocks,neutral
Marc Benioff says employees leaving big tech is 'a message to the executives',neutral
"Apple's stock holds the key to the end of the bear market, Jim Cramer says",neutral
"Salesforce has never been stronger or in a better position than it is now, CEO says after earnings",positive
Cramer Remix: Most money managers haven't seen a bear market like this one,positive
Cramer's lightning round: This oil-refining stock will be a long-term winner,negative
"Cramer flags 'bargain' retail stocks: Macy's, Kohl's, Target, Amazon",neutral
"Cramer: 'You can't own United Technologies in a vacuum,' so think before you buy on Rockwell deal",positive
,neutral
Cramer says market could rally another 4% before continuing its bearish moves,neutral
Cramer Remix: The new narratives that sent tech tumbling,positive
Cramer's lightning round: Five Below is far too oversold and can be bought,neutral
"Siri creator says Apple 'dropped the ball' on third-party voice partners, but they're the future",neutral
Cramer: Charts forecast further declines for oil prices and stocks,neutral
Cramer: Powell now has 8 reasons to pause the Fed's rate hikes after December,neutral
,neutral
Cramer Remix: This market can't stabilize until Apple does,neutral
The odds that the US and China don't reach a trade deal just got higher: Cramer,positive
Cramer's lightning round: Business at these two oil plays will improve in 2019,negative
"Cramer: The bear thesis holds in beer stock Molson Coors, but you can buy it for speculation",neutral
"The sell-off can't end until these 10 problems are fixed, Jim Cramer argues",neutral
"Cramer Remix: When the market brings this sector down, this stock is a buy",negative
Cramer: Don't buy shares of Nvidia—the chipmaker is in the penalty box for now,neutral
Cramer's lightning round: Don't buy shares of Target until after it reports,negative
Coca-Cola CEO on coffee strategy: We're not going head to head with Starbucks,neutral
"Cramer's game plan: Focus on opportunity as market awaits Fed, China news",negative
"Cramer Remix: If you want a long-term cannabis play, look no further",neutral
Cramer's lightning round: This biotech has the perfect stock for this environment,positive
Cramer's GE retrospective: The analysts that got it right and the CEOs that got it wrong,negative
Cramer says CEOs are telling him off the record the economy has quickly cooled,positive
,neutral
"Fed's Powell still has a chance to save the economy before it's too late, Cramer says",negative
"Cramer: For the first time, Powell seems concerned about the economy, and that's good",positive
Cisco CEO 'optimistic that we'll get some resolution' on US-China trade dispute,neutral
Cramer's lightning round: I endorse buying shares of Blackstone Group,negative
SAP-Qualtrics deal 'validated just how big this category is': CEO of SurveyMonkey parent,neutral
Cramer's 3 cardinal rules for investing during a bear market,neutral
,neutral
Cramer Remix: This tech play can withstand Wall Street's pushback,neutral
We need to put Santa on a 'milk carton' for now — Art Cashin on a possible holiday stock rally,neutral
Cramer Remix: This stock has engineered the greatest turnaround story of our era,positive
Cramer's lightning round: Dropbox's stock is a buy even after the tech sell-off,negative
Cramer shares 'chart master' Larry Williams' top trades for the end of the year,positive
'It would be crazy' for the Fed to ignore these key slowdown signals: Cramer,negative
"Analysts are missing the mark on shares of Apple and FANG, Cramer says",negative
Cramer Remix: Alphabet is FANG's biggest conundrum,neutral
Cramer's lightning round: How investors should approach the 'best-in-show' stock of Nvidia,negative
Cramer's guide to knowing when a stock's dividend is safe,positive
"Starbucks CEO: 'We're not immune' to the trade war, but we're 'playing the long game' in China",negative
Cramer explains the Apple-led sell-off and what could stop the declines,neutral
Cramer Remix: Next week's earnings could make or break how the Fed approaches rate hikes,neutral
Cramer's lightning round: A tale of two Squares,negative
,neutral
"Funko CEO touts 'competitive advantage' with Fortnite products, talks moving out of China",neutral
"'I wouldn't buy' the risky stock of Crocs, but shoemaker deserves credit for turnaround: Cramer",neutral
Cramer's game plan: Let the market fret over oil and get ready to buy high-quality stocks,neutral
Cramer Remix: Why ETFs can be dangerous for stocks and investors,negative
Cramer's lightning round: Foot Locker's stock has run too much for my liking,neutral
"'Red Dead Redemption 2' has already outpaced previous installment's sales, Take-Two CEO says",negative
,neutral
DowDuPont CEO says split will generate nearly $1 billion in research funding,neutral
"October's meltdown may have been the best thing for this market, Cramer says",positive
"Cramer Remix: With Jeff Sessions out, this stock could thrive",neutral
Cramer's lightning round: Cisco's stock is a buy 'right here',neutral
Cloud plays may be 'best tech stocks to own' as 2018 ends: Cramer,positive
"'Free shipping is pretty much table stakes' in e-commerce today, Etsy CEO says",positive
Cramer's advice on investing during Washington gridlock: Buy fast growers,positive
Cramer Remix: Apple's not a forbidden fruit—it's a buy here,neutral
Cramer's lightning round: This stock could recover if the Democrats win the House,positive
Cramer: Charts suggest Apple's stock could bottom this week and then soar to new highs,positive
"Tax reform, deregulation and energy—not tariffs—are Nucor's real drivers, steelmaker's CEO says",positive
Jim Cramer predicts what the midterm election's outcome could mean for the stock market,negative
Cramer Remix: The future looks bright for this beaten-down cybersecurity stock,positive
Cramer's lightning round: Buy WWE as a subscription play,negative
,neutral
"Cramer: Despite his criticisms, President Trump is good for The New York Times",positive
Cramer: Betting on oil stocks could be a 'bad call',negative
Cramer: Pay attention to recent insider buying at GE and IBM,neutral
David Stockman believes the 40% market downturn he's long predicted has finally arrived,neutral
Cramer Remix: McDonald's is on fire with no end in sight,neutral
"Only Google and Facebook rival Foursquare in terms of data precision, Foursquare CEO says",neutral
,neutral
Cramer's lightning round: It's time to buy the stock of Microsoft,negative
Paul Tudor Jones: The $19 trillion private sector should lead social change,neutral
"Let Apple's stock 'settle down' before you start buying, Cramer says",negative
Cramer's game plan: Stay on your toes as market-moving news flow continues,negative
"Paul Tudor Jones: Rising rates typically cause bear markets, but it's not at the tipping point yet",negative
Cramer Remix: Apple's earnings might stall the tech rally,neutral
Cramer's lightning round: The key level for buying Colgate-Palmolive's struggling stock,neutral
GW Pharma CEO: It's 'important to distinguish between what's medicine and what's not' in cannabis,positive
Cramer: I would still own Apple's stock even though I expect an 'undeserved crushing',positive
Drug stocks are 'no longer' reliable safety nets for investors: Cramer,neutral
Cramer: A 'thaw' in US-China relations and weaker data gave stocks what they needed to rally,neutral
"Cramer Remix: Facebook's not back yet, but it's on its way",neutral
The stock of Masco managing to soar on weak earnings says a lot about this market: Cramer,negative
Cramer's lightning round: Costco's stock 'fits the pattern' of what's OK to buy here,positive
,neutral
A quarter of Wingstop's revenue comes from digital—here's where the CEO sees it going next,neutral
"'It's a mistake' to write off FANG even as the stocks could still go lower, Cramer says",neutral
Cramer Remix: Facebook stock moves don't inspire much confidence,positive
"Cramer's lightning round: Buy BP, my charitable trust's biggest oil position",positive
Cramer: Charts of the major averages suggest stocks aren't out of the woods yet,neutral
These 5 signs tell Jim Cramer that Tuesday's market rally was 'justified',positive
,neutral
The best thing for this market would be more bad economic news: Cramer,positive
Cramer Remix: This market is telling you its next victim,neutral
"Cramer's lightning round: In this market, inexpensive stocks aren't necessarily buys",neutral
IBM CEO: Red Hat deal is a 'game-changer' that will grow cash flow and gross margins in first year,neutral
Higher tariffs and higher interest rates are setting stocks up for a rough 2019: Cramer,positive
This market reminds Jim Cramer of some of the worst declines he's ever seen,negative
What to do with your 401(k) as the market gyrates,neutral
Cramer Remix: Here's how investors will know the market has truly bottomed,neutral
Cramer's lightning round: 'Take the money and run' with takeover stock Mazor Robotics,negative
Cramer breaks down why Trump's tariffs aren't working for steelmakers like Nucor,negative
"Visa CEO: Cryptocurrencies are not a big threat but 'if we have to go there, we'll go there'",neutral
